TrajectoryID,PathLength,PenetrationDepth,LateralSpread,LateralY,LateralZ,MeanScatterAngle,FinalEnergy,NumSteps,BoundaryExit
83443,2.9618,0.4139,2.4596,-2.4593,0.0365,18.9982,0.0000,38,False
83444,5.4243,0.9123,0.7444,-0.2947,0.6836,22.0412,0.0000,52,False
83445,5.1152,0.9736,0.3376,-0.3094,0.1352,19.9409,0.0000,45,False
83446,4.4939,-0.4197,2.3503,-1.5387,1.7766,21.8278,0.0000,44,False
83447,3.8524,1.2206,2.1476,-2.0879,0.5032,21.8620,0.0000,52,False
83448,5.6450,-1.1532,4.9210,-4.1552,-2.6363,18.7768,0.0000,60,False
83449,5.2096,-0.8986,2.1738,-2.1211,-0.4757,20.7271,0.0000,49,False
83450,3.9597,0.5263,1.4773,-1.4044,-0.4586,16.9685,0.0000,46,False
83451,5.4738,1.4448,0.5735,-0.3625,-0.4444,21.4640,0.0000,62,False
83452,5.5118,1.2119,3.2216,-1.5088,-2.8465,21.4295,0.0000,52,False
83453,5.1465,-0.1187,0.4855,-0.4842,0.0347,22.0513,0.0000,55,False
83454,5.0699,0.2297,2.5306,-0.9537,2.3440,16.6346,0.0000,53,False
83455,5.9259,1.6861,1.7390,-1.4201,-1.0038,16.8072,0.0000,54,False
83456,5.2640,-2.8194,1.6959,-1.6954,-0.0409,18.5043,0.0000,48,False
83457,4.7293,0.8159,0.8497,-0.7573,0.3854,20.6561,0.0000,49,False
83458,5.1440,1.3438,2.7796,-1.9626,1.9684,20.4905,0.0000,50,False
83459,4.6524,-1.4980,1.4154,-1.0584,0.9397,21.2539,0.0000,50,False
83460,4.4822,-1.2268,2.5116,-2.0408,1.4640,25.2437,0.0000,51,False
83461,5.6257,-0.2470,1.0276,-0.1755,-1.0125,24.1350,0.0000,57,False
83462,4.3155,1.0127,1.7114,-1.6151,0.5659,24.1952,0.0000,48,False
83463,3.0693,-0.3746,2.7458,-2.6454,-0.7358,23.7257,0.0000,48,False
83464,4.4681,0.2118,1.8889,-1.3917,1.2771,19.9400,0.0000,51,False
